Paper_ID,DOI,Journal,Year,Authors,Country,Crop,Scientific_Name,Variety,Season,Growth_Duration_Days,Growth_Stage,Design,Replications,Plot_Size,Spacing_Row,Spacing_Plant,Sample_Size,Location,State,Site,Latitude,Longitude,Altitude,Temperature_Max,Temperature_Min,Average_Temperature,Rainfall,Humidity,Soil_pH,EC,Organic_Carbon,Organic_Matter,Nitrogen,Phosphorus,Potassium,Sulphur,Iron,Copper,Manganese,Zinc,Calcium,Magnesium,Boron,Molybdenum,Treatment,Fertilizer_Name,Organic_Fertilizer,Biofertilizer,Dose,Application_Method,Application_Interval,Shoot_Length_cm,Root_Length_cm,Plant_Height_cm,Shoot_Biomass_g,Root_Biomass_g,Leaf_Area_cm2,Leaf_Number,Tillers,Root_Diameter_mm,SPAD,Moisture_Content,Dry_Matter,Stem_Diameter_mm,Branches,Nodes,Flowers,Plant_Height_30_cm,Plant_Height_60_cm,Plant_Height_90_cm,Leaf_Area_30_cm2,Leaf_Area_60_cm2,Leaf_Area_90_cm2,Yield_per_Plot,Yield_per_Acre,Yield_per_Hectare,Fruit_Number,Fruit_Weight,Fruit_Diameter_mm,Spike_Length,Seeds_per_Spike,100_Seed_Weight,Root_Weight,Pod_Weight,Harvest_Index,Biomass_Yield,Protein,Ash,Gluten,Fiber,Carbohydrates,Fat,Nitrogen_Content,Phosphorus_Content,Potassium_Content,Iron_Content,Copper_Content,Zinc_Content,Manganese_Content,Sulphur_Content,Target_Yield,Target_Fertilizer,Target_Nitrogen,Target_Phosphorus,Target_Potassium,Growing_Degree_Days,Heat_Units,Harvest_Index_Calc,Nitrogen_Use_Efficiency,Water_Use_Efficiency,Rainfall_Anomaly,Stress_Index,Disease_Risk_Index,Yield_per_Plant,Yield_per_Plot_Calc,Yield_per_Hectare_Calc,Temp_x_Rainfall,N_x_P,Temp_ squared,Rainfall_7d_MA,Temp_7d_MA,Feature_Available_Before_Prediction,Crop_Code,Season_Code,Variety_Code,Fertilizer_Code,Soil_Texture_Code,Country_Code,Predicted_Yield,Expected_Biomass,Expected_Plant_Height,Recommended_Fertilizer,Recommended_Dose,Recommended_Application_Interval,Expected_Yield_Increase,Confidence_Score,Recommendation_Summary,_source_file
,,,,,,Black Wheat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T2,,,,,,,81.556,13.778,,10.292,1.209,,,4.333,,52.489,,,,,,,,,,,,,,,,,,,8.467,46.667,4.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BlackWheat_Master_Dataset.xlsx
,,,,,,Black Wheat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T3,,,,,,,78.0,13.778,,11.713,1.792,,,5.333,,49.911,,,,,,,,,,,,,,,,,,,8.556,49.778,4.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BlackWheat_Master_Dataset.xlsx
,,,,,,Black Wheat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T4,,,,,,,77.0,14.222,,10.388,1.539,,,4.556,,52.878,,,,,,,,,,,,,,,,,,,8.989,51.667,4.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BlackWheat_Master_Dataset.xlsx
,,,,,,Black Wheat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T5,,,,,,,75.111,14.333,,9.393,1.538,,,4.0,,53.544,,,,,,,,,,,,,,,,,,,9.356,55.444,4.773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BlackWheat_Master_Dataset.xlsx
,,,,,,Black Wheat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T6,,,,,,,76.333,13.0,,9.938,1.332,,,4.111,,52.144,,,,,,,,,,,,,,,,,,,9.433,56.667,4.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BlackWheat_Master_Dataset.xlsx
,,,,,,Black Wheat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T7,,,,,,,73.333,14.444,,9.558,1.427,,,3.889,,48.144,,,,,,,,,,,,,,,,,,,8.656,51.667,4.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BlackWheat_Master_Dataset.xlsx
,,,,,,Black Wheat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T8,,,,,,,76.333,13.0,,9.938,1.332,,,4.111,,52.144,,,,,,,,,,,,,,,,,,,8.833,53.333,4.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BlackWheat_Master_Dataset.xlsx
,,,,,,Black Wheat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T9,,,,,,,73.333,14.444,,9.558,1.427,,,3.889,,48.144,,,,,,,,,,,,,,,,,,,9.067,57.0,4.557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BlackWheat_Master_Dataset.xlsx
Paper003,,,,,India,Carrot,,Lalbadshah,Sep2022-May2023,,,,3.0,8.0,50.0,5.0,,Haridwar,Uttarakhand,,29.9136,77.9975,,27.0,7.0,,16.5,,,,,,,,,,,,,,,,,,T0,Control,,,0,,,33.111,19.889,,7.286,2.099,,4.556,,24.787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrot_Master_Dataset.xlsx
Paper003,,,,,India,Carrot,,Lalbadshah,Sep2022-May2023,,,,3.0,8.0,50.0,5.0,,Haridwar,Uttarakhand,,29.9136,77.9975,,27.0,7.0,,16.5,,,,,,,,,,,,,,,,,,T1,Jaivik Prom,,,100,,,40.889,23.667,,9.041,2.399,,6.0,,28.754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrot_Master_Dataset.xlsx
Paper003,,,,,India,Carrot,,Lalbadshah,Sep2022-May2023,,,,3.0,8.0,50.0,5.0,,Haridwar,Uttarakhand,,29.9136,77.9975,,27.0,7.0,,16.5,,,,,,,,,,,,,,,,,,T2,Pori Potash,,,100,,,51.0,23.444,,9.36,3.057,,5.889,,27.334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrot_Master_Dataset.xlsx
Paper003,,,,,India,Carrot,,Lalbadshah,Sep2022-May2023,,,,3.0,8.0,50.0,5.0,,Haridwar,Uttarakhand,,29.9136,77.9975,,27.0,7.0,,16.5,,,,,,,,,,,,,,,,,,T3,Dharti ka Chaukidar,,,10,,,38.667,24.222,,10.038,2.847,,5.556,,25.318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrot_Master_Dataset.xlsx
Paper003,,,,,India,Carrot,,Lalbadshah,Sep2022-May2023,,,,3.0,8.0,50.0,5.0,,Haridwar,Uttarakhand,,29.9136,77.9975,,27.0,7.0,,16.5,,,,,,,,,,,,,,,,,,T4,Jaivik Poshak,,,7,,,45.0,21.222,,9.232,3.062,,5.889,,26.469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrot_Master_Dataset.xlsx
Paper003,,,,,India,Carrot,,Lalbadshah,Sep2022-May2023,,,,3.0,8.0,50.0,5.0,,Haridwar,Uttarakhand,,29.9136,77.9975,,27.0,7.0,,16.5,,,,,,,,,,,,,,,,,,T5,Jaivik Khad,,,80,,,33.444,23.444,,9.187,3.414,,4.778,,26.352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrot_Master_Dataset.xlsx
Paper003,,,,,India,Carrot,,Lalbadshah,Sep2022-May2023,,,,3.0,8.0,50.0,5.0,,Haridwar,Uttarakhand,,29.9136,77.9975,,27.0,7.0,,16.5,,,,,,,,,,,,,,,,,,T6,Jaivik Prom+Jaivik Khad,,,50+40,,,40.556,21.444,,10.846,3.611,,5.444,,27.253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrot_Master_Dataset.xlsx
Paper003,,,,,India,Carrot,,Lalbadshah,Sep2022-May2023,,,,3.0,8.0,50.0,5.0,,Haridwar,Uttarakhand,,29.9136,77.9975,,27.0,7.0,,16.5,,,,,,,,,,,,,,,,,,T7,Pori Potash+Jaivik Poshak,,,50+3.5,,,36.2,21.611,,10.663,3.082,,5.778,,29.256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrot_Master_Dataset.xlsx
,,,,,,Gram,,,,,,,,,,,,,,,,,,,,,,,,,,3.58,,,,1.14,23.7,0.64,1.88,1.33,,,,,ST0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gram_Master_Dataset.xlsx
,,,,,,Gram,,,,,,,,,,,,,,,,,,,,,,,,,,3.27,,,,1.9,24.29,1.06,1.7,1.33,,,,,ST1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gram_Master_Dataset.xlsx
,,,,,,Gram,,,,,,,,,,,,,,,,,,,,,,,,,,3.08,,,,2.22,24.78,0.91,2.41,1.33,,,,,ST2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gram_Master_Dataset.xlsx
,,,,,,Gram,,,,,,,,,,,,,,,,,,,,,,,,,,2.99,,,,1.33,24.9,0.93,3.01,1.18,,,,,ST3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gram_Master_Dataset.xlsx
,,,,,,Gram,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,,,,1.88,22.22,0.79,2.51,1.07,,,,,ST4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gram_Master_Dataset.xlsx
,,,,,,Gram,,,,,,,,,,,,,,,,,,,,,,,,,,3.58,,,,1.14,23.7,0.64,1.88,1.33,,,,,ST5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gram_Master_Dataset.xlsx
,,,,,,Gram,,,,,,,,,,,,,,,,,,,,,,,,,,1.49,,,,1.71,21.15,1.06,2.33,1.0,,,,,ST6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gram_Master_Dataset.xlsx
,,,,,,Gram,,,,,,,,,,,,,,,,,,,,,,,,,,1.94,,,,2.06,19.44,1.57,2.67,1.17,,,,,ST7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gram_Master_Dataset.xlsx
,,,,,,Gram,,,,,,,,,,,,,,,,,,,,,,,,,,1.93,,,,2.05,19.28,1.4,1.46,1.17,,,,,ST8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gram_Master_Dataset.xlsx
,,,,,,Gram,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,,,,1.56,19.25,1.41,1.47,1.29,,,,,ST9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gram_Master_Dataset.xlsx
,,,,,,Gram,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,,,,2.38,19.31,1.07,1.5,0.99,,,,,ST10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gram_Master_Dataset.xlsx
Paper001,,,,,,Spinach,,Green Vatika,,,,RCBD,3.0,,,,,,,,,,,,,,,,7.2,,0.25,,370.0,5.0,,,,,,,,,,,T0,,,,0,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spinach_Master_Dataset.xlsx
Paper001,,,,,,Spinach,,Green Vatika,,,,RCBD,3.0,,,,,,,,,,,,,,,,7.0,,0.3,,410.0,22.0,,,,,,,,,,,T1,,,,100,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spinach_Master_Dataset.xlsx
Paper001,,,,,,Spinach,,Green Vatika,,,,RCBD,3.0,,,,,,,,,,,,,,,,6.8,,0.55,,390.0,23.0,,,,,,,,,,,T2,,,,100,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spinach_Master_Dataset.xlsx
Paper001,,,,,,Spinach,,Green Vatika,,,,RCBD,3.0,,,,,,,,,,,,,,,,6.6,,0.3,,390.0,5.0,,,,,,,,,,,T3,,,,10,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spinach_Master_Dataset.xlsx
Paper001,,,,,,Spinach,,Green Vatika,,,,RCBD,3.0,,,,,,,,,,,,,,,,7.2,,,,360.0,10.0,,,,,,,,,,,T4,,,,7,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spinach_Master_Dataset.xlsx
Paper001,,,,,,Spinach,,Green Vatika,,,,RCBD,3.0,,,,,,,,,,,,,,,,6.2,,0.35,,400.0,10.0,,,,,,,,,,,T5,,,,80,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spinach_Master_Dataset.xlsx
Paper001,,,,,,Spinach,,Green Vatika,,,,RCBD,3.0,,,,,,,,,,,,,,,,6.4,,0.35,,390.0,24.0,,,,,,,,,,,T6,,,,100+80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spinach_Master_Dataset.xlsx
Paper001,,,,,,Spinach,,Green Vatika,,,,RCBD,3.0,,,,,,,,,,,,,,,,7.0,,0.35,,380.0,25.0,Lower,,,,,,,,,,T7,,,,100+7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spinach_Master_Dataset.xlsx
